longitude,latitude,code,name,type,phone,dates_open,comments,num_sites,elevation,amenities,state,nearest_town_distance,nearest_town_bearing,city
-122.89,52.037,RAVE,Raven Lake,SF,,,2wd OK-RVs can access,20,4100,NH ND PT NW NS NR N$,BC,16,W,Riske Creek
-126.185,54.849,REDB,Red Bluff Provincial Park,PP,250 697.2248,,,27,2383,RS,BC,2.6,S,Granisle
-120.004,49.183,REDB,Red Bridge,SF,,,2wd OK-RVs can access,13,1800,NH ND PT NW NS NR L$,BC,8,W,Keremeos
-128.78,54.71,REDS,Red Sand Lake,SF,,,2wd OK,20,,NH ND PT NW NS NR N$,BC,,,
-116.056,50.629,REDS,Redstreak - Kootenay National Park,CNP,250.347.9505,,,242,3338,WE FT NR,BC,1,NE,Radium Hot Springs
-120.24,54.946,REDW,Redwillow River,SF,,,2wd OK,5,3100,NH ND PT NW NS NR N$,BC,42.6,S,Tomslake
-132.426,53.343,RENN,Rennell Sound,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,,,
-118.085,50.069,RICH,Richy,SF,,,2wd OK-swimming,5,2100,NH ND PT NW NS NR N$,BC,10.7,NW,Burton
-121.584,49.095,RIVE,Riverside,SF,,,2wd OK-RVs can access - res (604) 858-0020,10,,NH ND PT NW NS RS L$,BC,20.7,S,Hope
-123.672,49.44,ROBE,Roberts Creek Provincial Park,PP,604.885.3714,,,21,,NR,BC,1.5,NW,Roberts Creek
-119.238,53.029,ROBS,Robson River Meadows - Mount Robson Provincial Park,PP,250.566.4811,,,150,2724,RS,BC,,,
-120.144,50.488,ROCH,Roche Lake Provincial Park,PP,250.828.9533,,,75,3826,NR,BC,12.1,SE,Knutsford
-119.449,51.377,ROCK,Rocky Point,SF,,,2wd OK,5,,NH ND PT NW NS NR N$,BC,,,
-122.155,50.532,ROGE,Rogers Creek,SF,,,2wd OK-RVs can access,15,2900,NH ND PT NW NS NR N$,BC,14.3,E,Darcy
-122.38,49.241,ROLL,Rolley Lake Provincial Park,PP,604.466.8325,,,64,,RS,BC,3.4,NE,Mission
-117.41,50.033,ROSE,Rosebery Provincial Park,PP,250 837.5734,,,36,1821,NR,BC,3.3,NW,New Denver
-121.062,49.006,ROSS,Ross Lake - Skagit Valley Provincial Park,PP,604.986.9371,,,88,1658,NR,BC,42.6,SE,Fraser Valley B
-123.372,48.774,RUCK,Ruckle Provincial Park,PP,250.539.2115,,take ferry,8,,NR,BC,6.9,SE,Salt Spring Island
-125.688,55.141,SAKE,Sakeniche Crossing,SF,,,2wd OK,5,2300,NH ND PT NW NS NR N$,BC,,,
-117.275,49.196,SALM,Salmo Municipal Campground,CP,250.357.9433,mid may-mid sep,tents,5,,NH FT DW SH PA,BC,,,Salmo
-124.192,49.783,SALT,Saltery Bay Provincial Park,PP,604.885.3714,,take ferry,42,,RS,BC,,,
-124.72,51.808,SAPE,Sapeye Lake,SF,,,2wd OK,5,2900,NH ND PT NW NS NR L$,BC,9.5,S,Kleena Kleene
-119.695,51.401,SASK,Saskum Lake S.,SF,,,2wd OK,10,2800,NH ND PT NW NS NR N$,BC,,,
-130.096,58.781,SAWM,Sawmill Point,SF,,,2wd OK-RV not recommended,10,2600,NH ND PT NW NS NR N$,BC,,,
-126.308,50.166,SCHO,Schoen Lake Provincial Park,PP,250.974.5556,,,9,,NR,BC,,,
-119.437,50.91,SCOT,Scotch Creek - Shuswap Lake Provincial Park,PP,250.955.0861,,,272,,RS,BC,1,NE,Scotch Creek
-125.125,49.365,SCOU,Scout Beach,SF,,,2wd OK,13,,NH ND PT NW NS NR N$,BC,,,
-121.52,49.841,SCUZ,Scuzzy Creek,SF,,,2wd OK,8,,NH ND PT NW NS NR N$,BC,34.7,N,Fraser Valley A
-127.689,55.198,SEEL,Seeley Lake Provincial Park,PP,250.638.8490,,,20,,NR,BC,4.6,S,Hazelton
-117.929,50.635,SHEL,Shelter Bay - Arrow Lakes Provincial Park,PP,250 837.5734,,,17,,NR,BC,,,
-124.463,49.656,SHEP,Shelter Point Regional Park & Campground,CP,604 486-7228,early apr-mid oct,Take car/pass ferry from Powell River,52,,NH ND FT DW SH NR,BC,2,SE,Gillies Bay - Texada Island
-124.331,49.577,SHIN,Shingle Beach - Texada Island,SF,,,2wd OK-RVs can access - Take Ferry,30,,NH ND PT NW NS NR N$,BC,10,SE,Gillies Bay
-120.414,51.798,SICI,Sicily Lake S.,SF,,,2wd OK,5,4100,NH ND PT NW NS NR N$,BC,,,
-118.945,51.244,SILB,Silver Beach Provincial Park,PP,250 546.3790,,,35,,NR,BC,19.6,N,Saint Ives
-119.835,49.828,SILV,Silver Lake,SF,,,2wd OK,5,3500,NH ND PT NW NS NR N$,BC,5.8,NW,Peachland
-121.417,49.317,SILL,Silver Lake Provincial Park,PP,604.986.9371,,,25,,NR,BC,4.6,S,Hope
-121.173,49.123,SILT,Silver Tip - Skagit Valley Provincial Park,PP,604.986.9371,,,43,1854,NR,BC,21.6,SE,Hope
-126.651,54.335,SILT,Silverthorne Lake,SF,,,2wd OK,10,2900,NH ND PT NW NS NR N$,BC,4.4,S,Houston
-121.51,50.254,SKIH,Skihist Provincial Park,PP,250.455.2708,,,58,,NR,BC,3.5,NE,Lytton
-119.442,50.783,SKIM,Skimikin Lake,SF,,,2wd OK-RVs can access,36,1800,NH ND PT NW NS NR L$,BC,4.7,W,Tappen
-122.023,49.448,SKWE,Skwellepil Creek,SF,,,2wd OK,50,,NH ND PT NW NS NR L$,BC,14.7,N,Harrison Mills
-124.996,50.031,SMEL,Smelt Bay Provincial Park,PP,250.474.1336,,take ferry,23,,RS,BC,2.4,S,Mansons Landing
-126.462,55.051,SMIT,Smithers Landing - Babine Lake Provincial Marine Park,PP,250 692.7724,,,5,2412,NR,BC,,,
-125.182,49.273,SNOW,Snow Creek,SF,,,2wd OK-small RVs can access,27,,NH ND PT NW NS NR L$,BC,,,
-119.722,49.683,SOUT,South - Okanagan Lake Provincial Park,PP,250.548.0076,,,88,,RS,BC,5.6,N,Summerland
-124.452,54.421,SOWC,Sowchea Bay Provincial Rec Area,PP,250.964.3489,,,30,2224,NR,BC,,,
-121.406,52.581,SPAN,Spanish Lake,SF,,,2wd OK,8,3000,NH ND PT NW NS NR N$,BC,,,
-118.489,52.101,SPRA,Sprague Bay Rec Site,SF,,,(not near google map road),13,2500,NH ND PT NW NS NR N$,BC,,,
-124.929,49.296,SPRO,Sproat Lake Provincial Park,PP,250.474.1336,,,59,,RS,BC,14.5,S,Fanny Bay
-123.295,49.915,SQUA,Squamish Riverside,SF,,,2wd OK,10,,NH ND PT NW NS NR N$,BC,,,
-122.355,53.745,STMA,St. Marie Lake W.,SF,,,2wd OK-wheelchair toilet,10,2700,NH ND PT NW NS NR N$,BC,,,
-124.921,49.336,STAM,Stamp River Provincial Park,PP,250.474.1336,,,23,,RS,BC,,,
-123.158,49.676,STAW,Stawamus Chief Provincial Park,PP,,,,15,,NR,BC,4.2,NE,Britannia Beach
-125.495,50.288,STEL,Stella Beach,SF,,,2wd OK-RVs can access - swimming,15,,NH ND PT NW NS NR N$,BC,,,
-120.137,49.372,STEM,Stemwinder Provincial Park,PP,604.795.6161,,,26,,NR,BC,26.3,SW,Summerland
-118.09,50.084,STEV,Stevens Creek,SF,,,2wd OK-swimming,13,2100,NH ND PT NW NS NR N$,BC,11.4,NW,Burton
-123.951,48.783,STOL,Stoltz Pool - Cowichan River Provincial Park,PP,250.474.1336,,,43,,RS,BC,5.6,SE,Lake Cowichan
-124.648,58.652,STON,Stone Mountain Provincial Park,PP,250.776.7000,,,28,4184,NR,BC,,,
-120.56,54.837,STON,Stony Lake E.,SF,,,2wd OK,13,3600,NH ND PT NW NS NR N$,BC,26.3,SE,Tumbler Ridge
-125.772,58.95,STRA,Strawberry Flats - Muncho Lake Provincial Park,PP,250.776.7000,,,15,2699,NR,BC,,,
-122.521,50.267,STRA,Strawberry Point,SF,,,2wd OK-all sites walk-in - drive slow - trucks,5,,NH ND PT NW NS NR L$,BC,41.6,W,Lytton
-119.235,50.133,STRE,Streak Lake,SF,,,2wd OK,5,4500,NH ND PT NW NS NR N$,BC,,,
-120.069,55.541,SUDE,Sudeten Heritage Park,CP,250.786.5348,,,,2434,NR,BC,1.1,S,Tomslake
-118.492,50.407,SUGA,Sugar Creek,SF,,,2wd OK,18,2000,NH ND PT NW NS NR L$,BC,12.6,NE,Cherryville
-118.529,50.377,SUGL,Sugar Lake Two Mile,SF,,,2wd OK-RVs can access,50,2000,NH ND PT NW NS NR L$,BC,,,
-117.655,50.155,SUMM,Summit Lake Provincial Park,PP,,,,35,2536,NR,BC,16.9,NW,New Denver
-126.351,54.494,SUNS,Sunset Lake,SF,,,2wd OK-RVs can access - swimming,8,2500,NH ND PT NW NS NR N$,BC,13.7,NE,Houston
-121.205,51.408,SUNS,Sunset View - Green Lake Provincial Park,PP,250 397.2523,,,54,3548,NR,BC,,,
-133.421,59.631,SURP,Surprise Lake,SF,,,2wd OK,5,,NH ND PT NW NS NR N$,BC,,,
-115.245,49.32,SUZA,Suzanne Lake,SF,,,2wd OK,10,2700,NH ND PT NW NS NR N$,BC,3.9,S,Galloway
-119.235,50.057,SWAL,Swalwell Lake,SF,,,2wd OK-RVs can access,10,4400,NH ND PT NW NS NR N$,BC,16.4,NE,Kelowna
-120.03,55.529,SWAN,Swan Lake Provincial Park,PP,250.964.2243,,,42,2410,NR,BC,2.6,SE,Tomslake
-117.889,49.351,SYRI,Syringa Provincial Park,PP,250.365.6945,,,61,,RS,BC,9,W,Robson
-122.532,54.702,TACM,Tacheeda Lakes Middle,SF,,,2wd OK,10,2400,NH ND PT NW NS NR N$,BC,,,
-122.506,54.73,TACN,Tacheeda Lakes NE.,SF,,,2wd OK,10,2400,NH ND PT NW NS NR N$,BC,,,
-122.529,54.709,TACP,Tacheeda Lakes Point,SF,,,2wd OK-large RVs can access,18,2400,NH ND PT NW NS NR N$,BC,,,
-118.089,49.796,TAIT,Taite Creek,SF,,,2wd OK-swimming,5,,NH ND PT NW NS NR N$,BC,,,
-116.484,51.499,TAKA,Takakkaw Falls - Yoho National Park,CNP,250.343.6783,,walk to sites only,35,4958,VT NR,BC,7.2,N,Field
-125.868,53.897,TAKY,Takysie Lake,SF,,,2wd OK-RVs can access,10,2700,NH ND PT NW NS NR N$,BC,,,
-125.431,54.346,TALT,Taltapin Lake,SF,,,2wd OK-RVs can access,13,2900,NH ND PT NW NS NR N$,BC,15.5,NE,Burns Lake
-121.84,49.071,TAMI,Tamihi Creek,SF,,,2wd OK-RVs can access - res(604) 824-2883,110,,NH ND PT NW NS RS L$,BC,7.9,S,Rosedale
-124.49,51.93,TATL,Tatla Lake,SF,,,2wd OK,5,3000,NH ND PT NW NS NR N$,BC,,,
-124.39,51.637,TATK,Tatlayoko Lake NE.,SF,,,2wd OK,5,2700,NH ND PT NW NS NR N$,BC,,,
-118.981,49.324,TAUR,Taurus Lake,SF,,,2wd OK-swimming,13,3800,NH ND PT NW NS NR N$,BC,10.6,N,Westbridge
-122.446,53.073,TENM,Ten Mile Lake Provincial Park,PP,250.397.2523,,,106,2408,RS,BC,,,
-123.942,58.657,TETS,Tetsa River Regional Park,CP,250.774.2541,,,,2176,NR,BC,,,
-118.229,49.103,TEXA,Texas Creek - Gladstone Provincial Park,PP,250.548.0076,,,63,1681,NR,BC,1.6,SE,Christina Lake
-124.382,54.656,TEZZ,Tezzeron Lake,SF,,,2wd OK,8,2600,NH ND PT NW NS NR N$,BC,,,
-121.744,49.076,THUR,Thurston Meadows,SF,,,2wd OK-RV not recommended,50,,NH ND PT NW NS RS L$,BC,7.8,S,Rosedale
-115.303,49.412,TIEL,Tie Lake,SF,,,2wd OK-RVs can access,13,2800,NH ND PT NW NS NR L$,BC,2.8,N,Jaffray
-120.989,52.233,TISD,Tisdall Lake,SF,,,RVs can access (not near google map road),13,3200,NH ND PT NW NS NR N$,BC,19.4,E,Horsefly
-115.014,50.524,TOBE,Tobermory Creek,SF,,,2wd OK,5,5600,NH ND PT NW NS NR N$,BC,,,
-124.815,54.222,TOPL,Top Lake - Peta Lake,SF,,,2wd OK,5,3100,NH ND PT NW NS NR N$,BC,,,
-119.425,51.391,TSIK,Tsikwustum Creek N.,SF,,,2wd OK-RVs can access,8,,NH ND PT NW NS NR N$,BC,,,
-124.056,51.576,TSUN,Tsuniah Lake Bay,SF,,,2wd OK-RV not recommended,10,4000,NH ND PT NW NS NR N$,BC,,,
-123.03,55.061,TUDY,Tudyah Lake Provincial Park,PP,250.964.3489,,,36,2236,NR,BC,,,
-120.841,50.599,TUNK,Tunkwa Lake Provincial Park,PP,250.828.9533,,,275,3824,NR,BC,7.5,N,Logan Lake
-120.002,49.169,TUNN,Tunnel,SF,,,2wd OK,5,1900,NH ND PT NW NS NR L$,BC,8.1,W,Keremeos
-121.879,49.536,TWEN,Twenty Mile Bay,SF,,,2wd OK-res (604)796-0102,65,,NH ND PT NW NS RS L$,BC,20.6,N,Harrison Mills
-122.07,52.378,TYEE,Tyee Lake E.,SF,,,2wd OK-RVs can access,10,3000,NH ND PT NW NS NR N$,BC,,,
-127.041,54.709,TYHE,Tyhee Lake Provincial Park,PP,250.638.8490,,,59,1744,RS,BC,1,N,Telkwa
-120.932,50.291,TYNE,Tyner Lake,SF,,,2wd OK,5,4400,NH ND PT NW NS NR N$,BC,,,
-122.884,52.664,TZEN,Tzenzaicut Lake N.,SF,,,2wd OK,20,3800,NH ND PT NW NS NR N$,BC,27.3,SW,Quesnel
-125.58,53.912,UNCH,Uncha Lake,SF,,,2wd OK-swimming,10,2500,NH ND PT NW NS NR N$,BC,,,
-125.241,56.08,USLI,Uslika Lake,SF,,,2wd OK-swimming,5,3000,NH ND PT NW NS NR N$,BC,,,
-121.457,51.583,VALE,Valentine Lake,SF,,,2wd OK-RVs can access,10,4100,NH ND PT NW NS NR N$,BC,8.1,SW,100 Mile House
-119.53,49.298,VASE,Vaseux Lake Provincial Park,PP,250.548.0076,,,12,,NR,BC,,,
-118.206,51.217,WADE,Wadey,SF,,,2wd OK,30,1900,NH ND PT NW NS NR L$,BC,,,
-117.184,51.501,WAIT,Waitabit Creek,SF,,,2wd OK-RVs can access,13,2500,NH ND PT NW NS NR N$,BC,,,
-120.595,54.643,WAPC,Wapiti Crossing,SF,,,2wd OK,10,3700,NH ND PT NW NS NR N$,BC,36.9,SE,Tumbler Ridge
-120.555,54.681,WAPR,Wapiti River,SF,,,2wd OK,8,3700,NH ND PT NW NS NR N$,BC,35.3,SE,Tumbler Ridge
-115.729,49.781,WASA,Wasa Lake Provincial Park,PP,250.422.3003,,,104,,RS,BC,0.9,N,Wasa
-121.869,49.347,WEAV,Weaver Lake,SF,,,2wd OK-res (604)796-0102,30,,NH ND PT NW NS RS L$,BC,8.8,NW,Agassiz
-122.938,54.908,WHIS,Whiskers Point Provincial Park,PP,250.964.3489,,,69,2315,NR,BC,,,
-115.418,50.159,WHIR,White River - Whiteswan Provincial Park,PP,250.422.3003,,,104,3773,NR,BC,,,
-124.72,54.583,WHIT,Whitefish Bay,SF,,,2wd OK,10,2300,NH ND PT NW NS NR N$,BC,,,
-120.345,51.098,WHIL,Whitewood Lake,SF,,,2wd OK,5,4400,NH ND PT NW NS NR N$,BC,29.3,N,Kamloops
-119.925,49.989,WIND,Windy Lake,SF,,,2wd OK,5,4700,NH ND PT NW NS NR N$,BC,17.9,SE,Douglas Lake
-121.416,52.499,WINK,Winkley Creek,SF,,,2wd OK,10,2400,NH ND PT NW NS NR N$,BC,,,
-121.858,49.459,WOOD,Wood Lake,SF,,,2wd OK-res (604)796-0102,30,,NH ND PT NW NS RS L$,BC,11.4,N,Harrison Hot Springs
-126.624,50.187,WOSS,Woss Lake,SF,,,2wd OK-swimming,25,,NH ND PT NW NS NR N$,BC,2.5,SW,Woss
-116.096,49.082,YAHK,Yahk Provincial Park,PP,250 422.3003,,,26,2826,NR,BC,0.6,W,Yahk
-122.242,50.914,YALA,Yalakom,SF,,,2wd OK-RVs can access,5,2300,NH ND PT NW NS NR N$,BC,18.4,W,Pavilion
-119.052,52.705,YELL,Yellowjacket Creek,SF,,,2wd OK-RVs can access,10,2500,NH ND PT NW NS NR L$,BC,,,
-100.06,49.049,ADAM,Adam   - Turtle Mountain Provincial Park,PP,204.534.2578,,,81,2307,RS,MB,12.5,S,Boissevain
-101.387,50.963,ASES,Asessippi - Asessippi Provincial Park,PP,,,,100,1535,E RS,MB,4.5,SE,Dropmore
-101.663,54.677,BAKE,Bakers Narrows  Provincial Park,PP,888.482.2267,,,90,,RS,MB,,,
-96.916,51.376,BEAV,Beaver Creek  Provincial Park,PP,204.945.6784,,,,,NR,MB,20.6,S,Little Bullhead
-101.241,52.542,BELL,Bell Lake - Bell Lake  Provincial Park,PP,,,primitive,16,2250,NR,MB,11.6,NW,Birch River
-95.265,50.847,BERE,Beresford Lake  - Nopiming Provincial Park,PP,204.277.5212,,,19,,RS,MB,,,
-95.587,50.067,BETU,Betula Lake  - Whiteshell Provincial Park,PP,204.349.2201,,,17,,RS,MB,,,
-95.373,50.082,BIGW,Big Whiteshell  - Whiteshell Provincial Park,PP,204.349.2201,,,90,,RS,MB,,,
-95.232,49.168,BIRC,Birch Point  Provincial Park,PP,,,,25,,NR,MB,10.8,N,Buffalo Point
-95.376,50.462,BIRL,Bird Lake  - Nopiming Provincial Park,PP,204.277.5212,,,30,,RS,MB,,,
-96.897,50.019,BIRH,Birds Hill Provincial Park,PP,,,,420,,RS,MB,6,NW,Oakbank
-95.39,50.675,BLAC,Black Lake  - Nopiming Provincial Park,PP,204.277.5212,,,50,,RS,MB,,,
-100.913,51.606,BLUE,Blue Lakes - Duck Mountain Provincial Park,PP,204.546.2701,,,15,2226,RS,MB,19.5,E,Boggy Creek
-95.525,49.902,BRER,Brereton Lake  - Whiteshell Provincial Park,PP,204.349.2201,,,25,,RS,MB,,,
-95.218,49.807,CADD,Caddy Lake  - Whiteshell Provincial Park,PP,204.349.2201,,,30,,RS,MB,9.7,NE,Falcon Beach
-96.988,50.714,CAMM,Camp Morton  Provincial Park,PP,,,,20,,RS,MB,0.3,E,Camp Morton
-101.168,53.972,CAMC,Campers Cove  - Clearwater Lake Provincial Park,PP,,,,80,,RS,MB,,,
-101.134,51.581,CHIL,Childs Lake  - Duck Mountain Provincial Park,PP,204.546.2701,,,90,2242,RS,MB,9.9,E,Boggy Creek
-98.144,49.178,COLE,Colert Beach,CP,204.822.4991,,,125,,,MB,4.2,SE,Thornhill
-98.7,49.627,COTT,Cottonwood,CP,204.723.2044,,,100,,,MB,0.1,SW,Treherne
-101.383,54.585,CRAN,Cranberry Portage,CP,204.472.3219,,,20,,,MB,0.3,W,Kelsey (Cranberry Portage)
-95.33,49.685,FALB,Falcon Beach  - Whiteshell Provincial Park,PP,204.349.2201,,,235,,RS,MB,0.2,W,Falcon Beach
-95.238,49.713,FALC,Falcon Creek - Whiteshell Provincial Park,PP,204.349.2201,,,70,,RS,MB,2.2,SW,Whiteshell
-95.317,49.693,FALL,Falcon Lakeshore - Whiteshell Provincial Park,PP,204.349.2201,,,160,,RS,MB,0.6,NE,Falcon Beach
-100.496,51.149,GILB,Gilbert Plains,CP,204.548.2326,,,35,,,MB,0.3,W,Gilbert Plains
-96.589,50.563,GRAN,Grand Beach  Provincial Park,PP,,,,355,,RS,MB,1.9,NE,Grand Marais
-96.632,51.191,GULL,Gull Harbour  - Hecla/Grindstone Provincial Park,PP,,,,280,,RS,MB,20.9,NE,Riverton
-101.101,54.527,GYLE,Gyles  - Grass River Provincial Park,PP,204.472.3331,,,32,,NR,MB,,,
-96.992,50.9,HNAU,Hnausa  Provincial Park,PP,,,,,,E RS,MB,6.8,N,Arnes
-100.802,54.596,ISKW,Iskwasum  - Grass River Provincial Park,PP,204.472.3331,,,40,,NR,MB,,,
-99.258,49.66,KICH,Kiche Manitou - Spruce Woods Provincial Park,PP,,,,170,,RS,MB,10.4,NW,Cypress River
-100.232,50.754,LAKA,Lake Audy - Riding Mountain National Park,CNP,204.848.7275,,,35,1879,NR,MB,2.9,N,Lake Audy
-97.404,51.726,LAKG,Lake St. George Provincial Wayside Park,PP,,,,40,,NR,MB,20.4,W,Matheson Island
-98.273,50.724,LUND,Lundar Beach  Provincial Park,PP,,,,40,,RS,MB,,,
-99.549,51.517,MANI,Manipogo  Provincial Park,PP,,,,90,,RS,MB,2.3,N,Toutes Aides
-100.149,49.074,MAX,Max Lake  - Turtle Mountain Provincial Park,PP,204.534.2578,,,27,2275,NR,MB,11.5,S,Boissevain
-99.819,50.261,MINN,Minnedosa,CP,204.867.3450,,,150,1710,,MB,1.3,NE,Minnedosa
-100.054,50.874,MOON,Moon Lake - Riding Mountain National Park,CNP,204.848.7275,,,30,2209,NR,MB,15.3,N,Wasagaming
-95.316,49.193,MOOS,Moose Lake  Provincial Park,PP,204.437.2348,,,75,,RS,MB,13.3,NE,Middlebro
-97.417,50.482,NORR,Norris Lake Provincial Park,PP,,,,15,,NR,MB,3.9,SE,Inwood
-95.687,50.141,NUTI,Nutimik Lake  - Whiteshell Provincial Park,PP,204.349.2201,,,120,,RS,MB,8.6,E,Pinawa
-95.698,50.171,OPAP,Opapiskaw  - Whiteshell Provincial Park,PP,204.349.2201,,,70,,RS,MB,8.2,E,Pinawa
-95.812,50.144,OTTE,Otter Falls  - Whiteshell Provincial Park,PP,204.349.2201,,,75,,RS,MB,,,
-98.024,55.491,PAIN,Paint Lake  Provincial Park,PP,,,,65,,RS,MB,,,
-100.877,54.044,PION,Pioneer Bay  - Clearwater Lake Provincial Park,PP,,,,,,RS,MB,,,
-101.583,52.336,PORC,Porcupine - Whitefish Provincial Park,PP,,,,30,1973,NR,MB,20.6,W,Birch River
-99.812,51.132,RAIN,Rainbow Beach  Provincial Park,PP,,,,70,,RS,MB,5,N,Ochre River
-100.498,54.584,REED,Reed Lake  - Grass River Provincial Park,PP,204.472.3331,,,53,,NR,MB,,,
-100.195,50.033,RIVE,Rivers  Provincial Park,PP,,,,29,1555,RS,MB,2,E,Rivers
-97.355,49.351,SCRA,Scratching River,CP,204.746.2531,,,50,,,MB,0.5,SE,Morris
-100.805,51.607,SING,Singush  - Duck Mountain Provincial Park,PP,204.546.2701,,,15,2283,NR,MB,,,
-98.07,50.285,STAM,St. Ambroise Provincial Park,PP,,,,125,,RS,MB,2.5,NW,Saint Ambroise
-96.928,49.319,STMA,St. Malo  Provincial Park,PP,,,,435,,RS,MB,1.2,E,Saint Malo
-101.35,52.601,STEE,Steep Rock Beach Park,AUTH,204.449.2221,,,110,2425,,MB,17.5,NW,Birch River
-98.296,49.521,STEP,Stephenfield  Provincial Park,PP,,,,135,,RS,MB,2.4,NW,Stephenfield
-95.27,50.471,TULA,Tulabi Falls  - Nopiming Provincial Park,PP,204.277.5212,,,35,,RS,MB,,,
-100.053,51.153,VERM,Vermillion Park,CP,204.622.3125,,,110,,,MB,0.2,NW,Dauphin
-99.975,50.657,WASA,Wasagaming - Riding Mountain National Park,CNP,204.848.7275,,,500,2048,RS,MB,0.3,W,Wasagaming
-98.562,51.278,WATC,Watchorn  Provincial Park,PP,888.482.2267,,,47,,RS,MB,6,W,Moosehorn
-99.971,54.79,WEKU,Wekusko Falls Provincial Park,PP,,,,65,,RS,MB,6.5,S,Snow Lake
-100.897,51.811,WELL,Wellman Lake  - Duck Mountain Provincial Park,PP,204.546.2701,,,30,2377,RS,MB,27.2,NE,Boggy Creek
-95.212,49.745,WEST,West Hawk Lake  - Whiteshell Provincial Park,PP,204.349.2201,,,150,,RS,MB,0.6,N,Whiteshell
-95.511,50.033,WHIL,White Lake  - Whiteshell Provincial Park,PP,204.369.5246,,,30,,RS,MB,,,
-101.585,52.332,WHIP,Whitefish Lake - Porcupine  Provincial Forest,PP,,,primitive,30,2008,NR,MB,20.8,W,Birch River
-99.971,49.044,WILL,William Lake  Provincial Park,PP,888.482.2267,,,32,,RS,MB,13.2,S,Ninga
-66.805,44.66,ANCH,Anchorage Provincial Park,PP,506. 662.7022,,take ferry,100,,FT RS,NB,3.2,S,Grand Manan
-66.917,47.429,ARMS,Armstrong Brook - Mount Carleton Provincial Park,PP,506. 235.0793,,,88,,FT RS,NB,24.5,S,Eldon
-66.366,48.019,BLUE,Blue Heron Town Park,CP,506. 684.7850,,,170,,,NB,2.6,NW,Charlo
-64.987,45.604,CHIG,Chignecto - Fundy National Park,CNP,902.535.2032,,,256,,WE FT RS,NB,,,
-64.939,46.836,COTE,Cote-a-Fabien - Kouchibouguac National Park,CNP,506. 876.2443,,,32,,NR,NB,,,
-66.905,47.426,FRAN,Franquelin - Mount Carleton Provincial Park,PP,506. 235.0793,,walk to sites only,8,,VT RS,NB,24.9,S,Eldon
-64.951,45.599,HEAD,Headquarters - Fundy National Park,CNP,902.535.2032,,,132,,FT RS,NB,0.6,SW,Alma
-66.927,44.875,HERR,Herring Cove Provincial Park,PP,506. 752.7010,,,76,,E FT RS,NB,1.4,SE,Welshpool
-64.693,47.814,ILEL,Ile Lameque Municipal Park,CP,506. 344.3292,,,50,,,NB,,,
-65.988,47.919,JACQ,Jacquet River Village Park,CP,506. 237.3239,,,30,,,NB,8.5,W,Belledune
-68.395,47.441,LESJ,Les Jardins Provincial Park,PP,506. 735.2525,,,113,,WE FT NR,NB,5.9,NW,Edmundston
-66.894,45.97,MACT,Mactaquac Provincial Park,PP,506. 363.4747,,,303,,WE FT RS,NB,16,SE,Bright
-63.98,46.182,MURR,Murray Beach Provincial Park,PP,506. 538.2628,,,111,,WE RS,NB,5,NE,Little Shemogue
-66.529,45.137,NEW,New River Beach Provincial Park,PP,506. 755.4079,,,100,,FT RS,NB,0.5,E,New River Beach
-67.192,45.227,OAKB,Oak Bay Provincial Park,PP,506. 466.2661,,may be closed - check!,115,,,NB,0.2,S,Oak Bay
-64.504,46.233,PARL,Parlee Beach Provincial Park,PP,506. 533.5363,,,170,,FT RS,NB,1.7,NE,Shediac
-65.016,45.554,POIN,Point Wolfe - Fundy National Park,CNP,902.535.2032,,,178,,FT RS,NB,,,
-64.77,47.751,SHIP,Shippagan Town Park,CP,506. 336.3960,,,150,,,NB,0.6,W,Haut-Shippagan
-64.936,46.825,SOUT,South Kouchibouguac - Kouchibouguac National Park,CNP,506. 876.2443,,,311,,WE FT RS,NB,9.6,NE,Saint-Louis
-66.698,47.993,SUGA,Sugarloaf Provincial Park,PP,506. 789.2366,,,65,,RS,NB,0.9,E,Atholville
-64.871,47.473,VALC,Val Comeau Provincial Park,PP,506. 393.7150,,,140,,NR,NB,1.4,NE,Val-Comeau
-66.886,47.425,WILL,Williams Brook - Mount Carleton Provincial Park,PP,506. 235.0793,,walk to sites only,8,,VT RS,NB,25.3,S,Eldon
-65.142,45.66,WOLF,Wolfe Lake - Fundy National Park,CNP,902.535.2032,,,20,,NR,NB,11.1,E,Waterford
-57.928,49.624,BERR,Berry Hill - Gros Morne National Park,CNP,709.458.2417,,,152,,DP FT DW SH RS,NL,2.4,N,Rocky Harbour NL
-58.364,49.091,BLOW,Blow Me Down Provincial Park,PP,709.635.4520,,,30,,DP FT DW SH RS,NL,,,
-53.046,47.374,BUTT,Butter Pot Provincial Park,PP,709.635.4520,,,175,,DP FT DW SH RS,NL,20.2,SW,St. Johns NL
-59.251,47.632,CHEE,Cheeseman Provincial Park,PP,709.635.4520,,,100,,DP FT DW SH RS,NL,6.8,NW,Channel-Port-Aux-Basques NL
-54.219,48.804,DAVI,David Smallwood Town Park,CP,709.674.0122,,,40,,E DP VT,NL,1.3,N,Gambo NL
-57.449,49.182,DEER,Deer Lake Municipal Park,CP,709.635.5885,,,33,,,NL,0.9,NW,Deer Lake NL
-54.76,49.528,DILD,Dildo Run Provincial Park,PP,709.635.4520,,,55,,DP FT DW RS,NL,,,
